graph_10_nodes.txt;0,0000399000;0,0000055998
graph_10_nodes.txt;0,0000613001;0,0000042999
graph_20_nodes.txt;0,0001183001;0,0000072001
graph_20_nodes.txt;0,0002436000;0,0000075998
graph_30_nodes.txt;0,0002422000;0,0000089000
graph_30_nodes.txt;0,0005014001;0,0000087002
graph_40_nodes.txt;0,0004120001;0,0000106001
graph_40_nodes.txt;0,0009192000;0,0000107000
graph_50_nodes.txt;0,0007282998;0,0000155000
graph_50_nodes.txt;0,0014555000;0,0000115000
graph_60_nodes.txt;0,0008856999;0,0000146001
graph_60_nodes.txt;0,0020992002;0,0000161000
graph_70_nodes.txt;0,0012368001;0,0000182001
graph_70_nodes.txt;0,0028430000;0,0000171000
graph_80_nodes.txt;0,0017839000;0,0000296999
graph_80_nodes.txt;0,0037922000;0,0000207999
graph_90_nodes.txt;0,0021423998;0,0000218002
graph_90_nodes.txt;0,0050622001;0,0000242002
graph_100_nodes.txt;0,0025703998;0,0000245001
graph_100_nodes.txt;0,0067975000;0,0000243001
graph_110_nodes.txt;0,0029553000;0,0000231001
graph_110_nodes.txt;0,0079877002;0,0000266000
graph_120_nodes.txt;0,0035997001;0,0000282999
graph_120_nodes.txt;0,0092066000;0,0000277001
graph_130_nodes.txt;0,0041885001;0,0000303001
graph_130_nodes.txt;0,0125034000;0,0000294999
graph_140_nodes.txt;0,0048882000;0,0000318999
graph_140_nodes.txt;0,0139595000;0,0000334999
graph_150_nodes.txt;0,0056577001;0,0000318000
graph_150_nodes.txt;0,0150301000;0,0000329001
